sentence,metaphorical_subsets,model_output
We've used up all our ideas.,['used up'],"""We've used up all our ideas.""
- We: NO (pronoun, basic meaning is the same)
- 've (contraction of have): NO (verb, basic meaning is the same)
- used: YES (verb, more basic meaning refers to employing or utilizing something physically)
- up: NO (adverb, basic meaning is the same)
- all: NO (determiner, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
That's a useless idea.,['useless'],"""That's a useless idea.""
- That’s: NO (contraction of ""that is,"" basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- useless: YES (adjective, more basic meaning refers to something that cannot be used)
- idea: YES (noun, more basic meaning refers to a thought or concept in the mind)"
That idea will go a long way.,['go a long way'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- idea: YES (noun, more basic meaning refers to a thought or concept)
- will: NO (auxiliary verb, basic meaning is the same)
- go: YES (verb, more basic meaning refers to moving from one place to another)
- a: NO (indefinite article, basic meaning is the same)
- long: YES (adjective, more basic meaning refers to a measurement of distance)
- way: YES (noun, more basic meaning refers to a path or route)"
Let me put in my two cents' worth.,"[""two cents' worth""]","- Let: NO (verb, basic meaning is the same)
- me: NO (pronoun, basic meaning is the same)
- put: NO (verb, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- two: NO (adjective, basic meaning is the same)
- cents': YES (noun, more basic meaning refers to a unit of currency)
- worth: YES (noun, more basic meaning refers to the value of something in terms of money or material)"
He's rich in ideas.,['rich'],"- He’s: NO (contraction of ""he is"", basic meaning is the same)
- rich: YES (adjective, more basic meaning refers to having a lot of money or valuable possessions)
- in: NO (preposition, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
That book is a treasure trove of ideas.,['treasure trove'],"""That book is a treasure trove of ideas.""

- That: NO (demonstrative pronoun, basic meaning is the same)
- book: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- treasure: YES (noun, more basic meaning refers to valuable items like gold, jewels, etc.)
- trove: YES (noun, more basic meaning refers to a collection of valuable items)
- of: NO (preposition, basic meaning is the same)
- ideas: YES (noun, more basic meaning refers to thoughts or concepts, which are more abstract than the context suggests)"
He has a wealth of ideas.,['wealth'],"- He: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- wealth: YES (noun, more basic meaning refers to an abundance of valuable possessions or money)
- of: NO (preposition, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
That's an incisive idea.,['incisive'],"- That's: NO (contraction of ""that is,"" basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- incisive: YES (adjective, more basic meaning refers to something physically cutting or penetrating)
- idea: NO (noun, basic meaning is the same)"
That cuts right to the heart of the matter.,['cuts right to the heart of'],"- That: NO (pronoun, basic meaning is the same)
- cuts: YES (verb, more basic meaning refers to slicing or severing with a sharp instrument)
- right: NO (adverb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- heart: YES (noun, more basic meaning refers to the organ in the body)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- matter: YES (noun, more basic meaning refers to physical substance)"
That was a cutting remark.,['cutting'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- cutting: YES (adjective, more basic meaning refers to the action of cutting with a sharp object)
- remark: NO (noun, basic meaning is the same)"
He's sharp.,['sharp'],"- He’s: NO (contraction of ""he is,"" basic meaning is the same)
- sharp: YES (adjective, more basic meaning refers to something with a fine edge or point, which is easier to imagine and more concrete than the figurative meaning of being intelligent or quick-witted)"
He has a razor wit.,['razor'],"- He: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- razor: YES (noun, more basic meaning refers to a sharp instrument used for shaving)
- wit: YES (noun, more basic meaning refers to mental sharpness and inventiveness, often in a humorous context)"
He has a keen mind.,['keen'],"- He: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- keen: YES (adjective, more basic meaning refers to sharpness, as in a keen blade)
- mind: NO (noun, basic meaning is the same)"
She cut his argument to ribbons.,"['cut', 'to ribbons']","- She: NO (pronoun, basic meaning is the same)
- cut: YES (verb, more basic meaning refers to using a sharp tool to divide something)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- ribbons: YES (noun, more basic meaning refers to a long, narrow strip of fabric)"
That idea went out of style years ago.,['out of style'],"Sure, let's analyze the text ""That idea went out of style years ago.""

- That: NO (demonstrative pronoun, basic meaning is the same)
- idea: YES (noun, more basic meaning refers to a thought or concept, but in this context, it refers to a specific notion or trend)
- went: NO (verb, basic meaning is the same)
- out: NO (adverb, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- style: YES (noun, more basic meaning refers to a manner of doing something, but in this context, it refers to fashion or trend)
- years: NO (noun, basic meaning is the same)
- ago: NO (adverb, basic meaning is the same)

So, the words with a more basic contemporary meaning in other contexts are ""idea"" and ""style."""
I hear sociobiology is in these days.,['is in'],"""I hear sociobiology is in these days.""
- I: NO (pronoun, basic meaning is the same)
- hear: YES (verb, more basic meaning refers to perceiving sound)
- sociobiology: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- in: YES (preposition, more basic meaning refers to physical location)
- these: NO (demonstrative pronoun, basic meaning is the same)
- days: NO (noun, basic meaning is the same)"
Marxism is currently fashionable in western Europe.,['fashionable'],"- Marxism: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- currently: NO (adverb, basic meaning is the same)
- fashionable: YES (adjective, more basic meaning refers to clothing or style)
- in: NO (preposition, basic meaning is the same)
- western: NO (adjective, basic meaning is the same)
- Europe: NO (proper noun, basic meaning is the same)"
That idea is old hat!,['old hat'],"""That idea is old hat!""

- That: NO (demonstrative pronoun, basic meaning is the same)
- idea: YES (noun, more basic meaning refers to a mental concept or thought)
- is: NO (verb, basic meaning is the same)
- old: NO (adjective, basic meaning is the same)
- hat: YES (noun, more basic meaning refers to a piece of clothing worn on the head)"
That's an outdated idea.,['outdated'],"""That's an outdated idea.""
- That: NO (pronoun, basic meaning is the same)
- 's: NO (contraction of ""is"", basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- outdated: YES (adjective, more basic meaning refers to something being old or no longer in use)
- idea: NO (noun, basic meaning is the same)"
What are the new trends in English criticism?,['trends'],"""What are the new trends in English criticism?""

- What: NO (pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- new: NO (adjective, basic meaning is the same)
- trends: YES (noun, more basic meaning refers to general directions in which something is developing or changing, often in fashion or behavior)
- in: NO (preposition, basic meaning is the same)
- English: NO (adjective, basic meaning is the same)
- criticism: YES (noun, more basic meaning refers to the act of expressing disapproval and noting the problems or faults of a person or thing)"
Old-fashioned notions have no place in today's society.,['Old-fashioned'],"""Old-fashioned notions have no place in today's society.""
- Old-fashioned: YES (adjective, more basic meaning refers to something literally old or from the past)
- notions: YES (noun, more basic meaning refers to ideas or concepts, but can also refer to small useful items, especially in sewing)
- have: NO (verb, basic meaning is the same)
- no: NO (adjective, basic meaning is the same)
- place: YES (noun, more basic meaning refers to a physical location)
- in: NO (preposition, basic meaning is the same)
- today's: NO (possessive adjective, basic meaning is the same)
- society: NO (noun, basic meaning is the same)"
He keeps up-to-date by reading the New York Review of Books.,['up-to-date'],"""He keeps up-to-date by reading the New York Review of Books.""

- He: NO (pronoun, basic meaning is the same)
- keeps: YES (verb, more basic meaning refers to holding or retaining possession of something)
- up-to-date: YES (adjective, more basic meaning refers to being current or modern, but in a more concrete sense, it can refer to something being updated or recent)
- by: NO (preposition, basic meaning is the same)
- reading: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- New: NO (adjective, basic meaning is the same)
- York: NO (proper noun, basic meaning is the same)
- Review: YES (noun, more basic meaning refers to a formal assessment or examination of something)
- of: NO (preposition, basic meaning is the same)
- Books: NO (noun, basic meaning is the same)"
Berkeley is a center of avant-garde thought.,['avant-garde'],"- Berkeley: NO (proper noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- center: YES (noun, more basic meaning refers to the middle point of a space or object)
- of: NO (preposition, basic meaning is the same)
- avant-garde: NO (adjective, basic meaning is the same)
- thought: YES (noun, more basic meaning refers to the act of thinking or a single idea)"
Semiotics has become quite chic.,['chic'],"""Semiotics has become quite chic.""

- Semiotics: NO (noun, basic meaning is the same; refers to the study of signs and symbols)
- has: NO (verb, basic meaning is the same; auxiliary verb indicating possession or state)
- become: NO (verb, basic meaning is the same; to come into existence or undergo change)
- quite: NO (adverb, basic meaning is the same; to a certain or significant extent)
- chic: NO (adjective, basic meaning is the same; stylish or fashionable)"
The idea of revolution is no longer in vogue in the United States.,['in vogue'],"""The idea of revolution is no longer in vogue in the United States.""

- The: NO (definite article, basic meaning is the same)
- idea: YES (noun, more basic meaning refers to a mental concept or thought)
- of: NO (preposition, basic meaning is the same)
- revolution: YES (noun, more basic meaning refers to a forcible overthrow of a government or social order)
- is: NO (verb, basic meaning is the same)
- no: NO (adverb, basic meaning is the same)
- longer: NO (adjective, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- vogue: YES (noun, more basic meaning refers to the prevailing fashion or style at a particular time)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- United: NO (adjective, basic meaning is the same)
- States: NO (noun, basic meaning is the same)"
The transformational grammar craze hit the United States in the mid-sixties and has just made it to Europe.,['craze'],"""The transformational grammar craze hit the United States in the mid-sixties and has just made it to Europe.""

- The: NO (definite article, basic meaning is the same)
- transformational: YES (adjective, more basic meaning refers to causing a change or transformation, often in a physical or concrete sense)
- grammar: NO (noun, basic meaning is the same)
- craze: YES (noun, more basic meaning refers to a temporary madness or mania, which is more concrete and easier to imagine)
- hit: YES (verb, more basic meaning refers to striking something with force)
- the: NO (definite article, basic meaning is the same)
- United: NO (adjective, basic meaning is the same)
- States: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- mid-sixties: NO (noun phrase, basic meaning is the same)
- and: NO (conjunction, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- just: NO (adverb, basic meaning is the same)
- made: YES (verb, more basic meaning refers to creating or constructing something)
- it: NO (pronoun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- Europe: NO (proper noun, basic meaning is the same)"
I see what you're saying.,['see'],"""I see what you're saying.""
- I: NO (pronoun, basic meaning is the same)
- see: YES (verb, more basic meaning refers to perceiving with the eyes)
- what: NO (pronoun, basic meaning is the same)
- you're: NO (contraction of ""you are,"" basic meaning is the same)
- saying: YES (verb, more basic meaning refers to uttering words)"
What is your outlook on that?,['outlook'],"- What: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- outlook: YES (noun, more basic meaning refers to a view or prospect, especially one seen from a particular place)
- on: NO (preposition, basic meaning is the same)
- that: NO (pronoun, basic meaning is the same)"
I view it differently.,['view'],"- I: NO (pronoun, basic meaning is the same)
- view: YES (verb, more basic meaning refers to seeing something with the eyes)
- it: NO (pronoun, basic meaning is the same)
- differently: NO (adverb, basic meaning is the same)"
Now I've got the whole picture.,['whole picture'],"""Now I've got the whole picture.""
- Now: NO (adverb, basic meaning is the same)
- I've: NO (contraction of ""I have,"" basic meaning is the same)
- got: YES (verb, more basic meaning refers to obtaining or receiving something)
- the: NO (definite article, basic meaning is the same)
- whole: NO (adjective, basic meaning is the same)
- picture: YES (noun, more basic meaning refers to an image or photograph)"
That's an insightful idea.,['insightful'],"- That's: NO (contraction of ""that is,"" basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- insightful: YES (adjective, more basic meaning would be related to the physical act of seeing or understanding clearly)
- idea: NO (noun, basic meaning is the same)"
That was a brilliant remark.,['brilliant'],"""That was a brilliant remark.""
- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- brilliant: YES (adjective, more basic meaning refers to something shining brightly)
- remark: NO (noun, basic meaning is the same)"
The argument is clear.,['clear'],"""The argument is clear.""
- The: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- clear: YES (adjective, more basic meaning refers to something being transparent or easy to see through)"
It was a murky discussion.,['murky'],"""It was a murky discussion.""

- It: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- murky: YES (adjective, more basic meaning refers to something physically dark or cloudy, often related to water)
- discussion: NO (noun, basic meaning is the same)"
Could you elucidate your remarks?,['elucidate'],"- Could: NO (modal verb, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- elucidate: YES (verb, more basic meaning refers to making something clear or explaining)
- your: NO (possessive pronoun, basic meaning is the same)
- remarks: NO (noun, basic meaning is the same)"
It's a transparent argument.,['transparent'],"""It's a transparent argument.""

- It’s: NO (contraction of ""it is,"" basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- transparent: YES (adjective, more basic meaning refers to something that is clear and can be seen through, like glass)
- argument: NO (noun, basic meaning is the same)"
The discussion was opaque.,['opaque'],"""The discussion was opaque.""
- The: NO (definite article, basic meaning is the same)
- discussion: NO (noun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- opaque: YES (adjective, more basic meaning refers to something that is not transparent or translucent, typically used to describe physical objects like glass or liquids)"
I could feel the electricity between us.,['electricity'],"- I: NO (pronoun, basic meaning is the same)
- could: NO (modal verb, basic meaning is the same)
- feel: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- electricity: YES (noun, more basic meaning refers to a form of energy)
- between: NO (preposition, basic meaning is the same)
- us: NO (pronoun, basic meaning is the same)"
I was magnetically drawn to her.,['magnetically drawn'],"""I was magnetically drawn to her.""
- I: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- magnetically: YES (adverb, more basic meaning refers to the physical properties of magnets)
- drawn: YES (verb, more basic meaning refers to the act of pulling or sketching)
- to: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
They are uncontrollably attracted to each other.,['attracted'],"""They are uncontrollably attracted to each other.""

- They: NO (pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- uncontrollably: YES (adverb, more basic meaning would relate to the inability to control physical actions)
- attracted: YES (verb, more basic meaning would relate to physical attraction, such as magnets or physical allure)
- to: NO (preposition, basic meaning is the same)
- each: NO (pronoun, basic meaning is the same)
- other: NO (pronoun, basic meaning is the same)"
They gravitated to each other immediately.,['gravitated'],"""They gravitated to each other immediately.""

- They: NO (pronoun, basic meaning is the same)
- gravitated: YES (verb, more basic meaning refers to the physical force of gravity causing objects to move towards each other)
- to: NO (preposition, basic meaning is the same)
- each: NO (pronoun, basic meaning is the same)
- other: NO (pronoun, basic meaning is the same)
- immediately: NO (adverb, basic meaning is the same)"
His whole life revolves around her.,['revolves'],"- His: NO (possessive pronoun, basic meaning is the same)
- whole: NO (adjective, basic meaning is the same)
- life: NO (noun, basic meaning is the same)
- revolves: YES (verb, more basic meaning refers to the physical action of moving in a circular path)
- around: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
The atmosphere around them is always charged.,"['atmosphere', 'charged']","""The atmosphere around them is always charged.""

- The: NO (definite article, basic meaning is the same)
- atmosphere: YES (noun, more basic meaning refers to the layer of gases surrounding the Earth)
- around: NO (preposition, basic meaning is the same)
- them: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- always: NO (adverb, basic meaning is the same)
- charged: YES (adjective, more basic meaning refers to an object having an electric charge)"
There is incredible energy in their relationship.,['energy'],"""There is incredible energy in their relationship.""

- There: NO (adverb, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- incredible: YES (adjective, more basic meaning refers to something that is hard to believe or extraordinary)
- energy: YES (noun, more basic meaning refers to a physical property or power derived from physical or chemical resources)
- in: NO (preposition, basic meaning is the same)
- their: NO (possessive pronoun, basic meaning is the same)
- relationship: YES (noun, more basic meaning refers to the way in which two or more people or things are connected)"
This is a sick relationship.,['sick'],"""This is a sick relationship.""
- This: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- sick: YES (adjective, more basic meaning refers to being physically ill)
- relationship: NO (noun, basic meaning is the same)"
"They have a strong, healthy marriage.","['strong, healthy']","""They have a strong, healthy marriage.""

- They: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- strong: YES (adjective, more basic meaning refers to physical strength)
- healthy: YES (adjective, more basic meaning refers to physical health)
- marriage: NO (noun, basic meaning is the same)"
The marriage is dead – it can't be revived.,"['dead', 'revived']","""The marriage is dead – it can't be revived.""

- The: NO (definite article, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- dead: YES (adjective, more basic meaning refers to the state of no longer being alive)
- it: NO (pronoun, basic meaning is the same)
- can't: NO (contraction of ""cannot,"" basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- revived: YES (verb, more basic meaning refers to bringing someone back to life or consciousness)"
Their marriage is on the mend.,['on the mend'],"- Their: NO (possessive pronoun, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- on: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- mend: YES (noun, more basic meaning refers to repairing something physical, like clothing)"
Their relationship is in really good shape.,['in really good shape'],"- Their: NO (possessive pronoun, basic meaning is the same)
- relationship: YES (noun, more basic meaning refers to a connection or association between people or things)
- is: NO (verb, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- really: NO (adverb, basic meaning is the same)
- good: NO (adjective, basic meaning is the same)
- shape: YES (noun, more basic meaning refers to the form or outline of an object)"
They've got a listless marriage.,['listless'],"""They've got a listless marriage.""
- They've: NO (contraction of ""they have,"" basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- listless: YES (adjective, more basic meaning refers to lacking energy or enthusiasm, which is more concrete and related to bodily action)
- marriage: NO (noun, basic meaning is the same)"
Their marriage is on its last legs.,['on its last legs'],"""Their marriage is on its last legs.""
- Their: NO (possessive pronoun, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- on: NO (preposition, basic meaning is the same)
- its: NO (possessive pronoun, basic meaning is the same)
- last: NO (adjective, basic meaning is the same)
- legs: YES (noun, more basic meaning refers to the limbs of a person or animal)"
It's a tired affair.,['tired'],"""It's a tired affair.""

- It’s: NO (contraction of ""it is,"" basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- tired: YES (adjective, more basic meaning refers to the physical state of needing rest)
- affair: YES (noun, more basic meaning refers to an event or a matter of personal or public interest)"
I'm crazy about her.,['crazy'],"Sure, let's analyze the text ""I'm crazy about her.""

- I: NO (pronoun, basic meaning is the same)
- 'm (am): NO (verb, basic meaning is the same)
- crazy: YES (adjective, more basic meaning refers to a state of mental instability)
- about: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)

So, the word ""crazy"" has a more basic contemporary meaning in other contexts."
She drives me out of my mind.,['drives me out of my mind'],"- She: NO (pronoun, basic meaning is the same)
- drives: YES (verb, more basic meaning refers to operating a vehicle)
- me: NO (pronoun, basic meaning is the same)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- mind: NO (noun, basic meaning is the same)"
He constantly raves about her.,['raves'],"- He: NO (pronoun, basic meaning is the same)
- constantly: NO (adverb, basic meaning is the same)
- raves: YES (verb, more basic meaning refers to speaking wildly or incoherently, often in a state of excitement or delirium)
- about: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
He's gone mad over her.,['mad'],"- He’s: NO (contraction of ""he is,"" basic meaning is the same)
- gone: YES (verb, more basic meaning refers to physically moving from one place to another)
- mad: YES (adjective, more basic meaning refers to being mentally ill or insane)
- over: YES (preposition, more basic meaning refers to a physical position above something)
- her: NO (pronoun, basic meaning is the same)"
I'm just wild about Harry.,['wild'],"- I: NO (pronoun, basic meaning is the same)
- 'm (am): NO (verb, basic meaning is the same)
- just: YES (adverb, more basic meaning refers to something being fair or exact)
- wild: YES (adjective, more basic meaning refers to something untamed or natural)
- about: YES (preposition, more basic meaning refers to being around or concerning)
- Harry: NO (proper noun, basic meaning is the same)"
I'm insane about her.,['insane'],"- I: NO (pronoun, basic meaning is the same)
- 'm: NO (contraction of ""am"", basic meaning is the same)
- insane: YES (adjective, more basic meaning refers to a severe mental illness)
- about: YES (preposition, more basic meaning refers to being around or concerning something)
- her: NO (pronoun, basic meaning is the same)"
"She fought for him, but his mistress won out.","['fought for him', 'won out']","- She: NO (pronoun, basic meaning is the same)
- fought: YES (verb, more basic meaning refers to physical combat)
- for: NO (preposition, basic meaning is the same)
- him: NO (pronoun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- mistress: YES (noun, more basic meaning refers to a woman in a position of authority or control, historically older meaning refers to a woman who has a continuing sexual relationship with a man to whom she is not married)
- won: YES (verb, more basic meaning refers to achieving victory in a contest or competition)
- out: NO (adverb, basic meaning is the same)"
He fled from her advances.,"['fled', 'advances']","- He: NO (pronoun, basic meaning is the same)
- fled: YES (verb, more basic meaning refers to running away physically)
- from: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- advances: YES (noun, more basic meaning refers to moving forward physically)"
She pursued him relentlessly.,"['pursued', 'relentlessly']","- She: NO (pronoun, basic meaning is the same)
- pursued: YES (verb, more basic meaning refers to physically chasing or following someone)
- him: NO (pronoun, basic meaning is the same)
- relentlessly: YES (adverb, more basic meaning refers to being unyielding or persistent in a more general sense)"
He is slowly gaining ground with her.,['gaining ground'],"""He is slowly gaining ground with her.""

- He: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- slowly: NO (adverb, basic meaning is the same)
- gaining: YES (verb, more basic meaning refers to acquiring or obtaining something tangible)
- ground: YES (noun, more basic meaning refers to the solid surface of the earth)
- with: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
He won her hand in marriage.,['won'],"- He: NO (pronoun, basic meaning is the same)
- won: YES (verb, more basic meaning refers to achieving victory in a competition or game)
- her: NO (possessive pronoun, basic meaning is the same)
- hand: YES (noun, more basic meaning refers to the body part at the end of the arm)
- in: NO (preposition, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)"
She is besieged by suitors.,['besieged'],"- She: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- besieged: YES (verb, more basic meaning refers to surrounding a place with armed forces)
- by: NO (preposition, basic meaning is the same)
- suitors: NO (noun, basic meaning is the same)"
He enlisted the aid of her friends.,['enlisted the aid'],"- He: NO (pronoun, basic meaning is the same)
- enlisted: YES (verb, more basic meaning refers to enrolling in the military)
- the: NO (definite article, basic meaning is the same)
- aid: YES (noun, more basic meaning refers to help or assistance in a physical sense)
- of: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- friends: NO (noun, basic meaning is the same)"
He made an ally of her mother.,['made an ally'],"- He: NO (pronoun, basic meaning is the same)
- made: YES (verb, more basic meaning refers to creating or constructing something)
- an: NO (article, basic meaning is the same)
- ally: YES (noun, more basic meaning refers to a person or group that cooperates with or helps another in a particular activity)
- of: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- mother: NO (noun, basic meaning is the same)"
He's seeking his fortune.,['seeking'],"- He's: NO (contraction of ""he is,"" basic meaning is the same)
- seeking: YES (verb, more basic meaning refers to looking for something physically)
- his: NO (possessive pronoun, basic meaning is the same)
- fortune: YES (noun, more basic meaning refers to wealth or riches)"
He's flaunting his new-found wealth.,['new-found'],"- He’s: NO (contraction of ""he is,"" basic meaning is the same)
- flaunting: YES (verb, more basic meaning refers to showing off something in a very obvious way)
- his: NO (possessive pronoun, basic meaning is the same)
- new-found: NO (adjective, basic meaning is the same)
- wealth: NO (noun, basic meaning is the same)"
He's a fortune-hunter.,['fortune-hunter'],"- He: NO (pronoun, basic meaning is the same)
- 's: NO (contraction of ""is"", basic meaning is the same)
- a: NO (article, basic meaning is the same)
- fortune: YES (noun, more basic meaning refers to wealth or riches)
- hunter: YES (noun, more basic meaning refers to a person who hunts animals)"
She's a gold-digger.,['gold-digger'],"- She: NO (pronoun, basic meaning is the same)
- 's: NO (contraction of ""is"", basic meaning is the same)
- a: NO (article, basic meaning is the same)
- gold-digger: YES (noun, more basic meaning refers to a person who digs for gold)"
He lost his fortune.,['lost'],"- He: NO (pronoun, basic meaning is the same)
- lost: YES (verb, more basic meaning refers to misplacing or being unable to find something)
- his: NO (possessive pronoun, basic meaning is the same)
- fortune: YES (noun, more basic meaning refers to wealth or riches, rather than luck or fate)"
He's searching for wealth.,['searching for'],"- He’s: NO (contraction of ""he is,"" basic meaning is the same)
- searching: YES (verb, more basic meaning refers to physically looking for something)
- for: NO (preposition, basic meaning is the same)
- wealth: YES (noun, more basic meaning refers to an abundance of valuable possessions or money)"
He's a big man in the garment industry.,['big'],"- He's: NO (contraction of ""he is,"" basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- big: YES (adjective, more basic meaning refers to physical size)
- man: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- garment: NO (noun, basic meaning is the same)
- industry: YES (noun, more basic meaning refers to manufacturing or production activities)"
He's a giant among writers.,['giant'],"- He’s: NO (contraction of ""he is,"" basic meaning is the same)
- a: NO (article, basic meaning is the same)
- giant: YES (noun, more basic meaning refers to a very large mythical being)
- among: NO (preposition, basic meaning is the same)
- writers: NO (noun, basic meaning is the same)"
That's the biggest idea to hit advertising in years.,['biggest'],"Sure, let's analyze the text ""That's the biggest idea to hit advertising in years.""

- That’s: NO (contraction of ""that is,"" basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- biggest: YES (adjective, more basic meaning refers to physical size)
- idea: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- hit: YES (verb, more basic meaning refers to striking something physically)
- advertising: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- years: NO (noun, basic meaning is the same)

So, the words with a more basic contemporary meaning in other contexts are ""biggest"" and ""hit."""
He's head and shoulders above everyone in the industry.,['head and shoulders above'],"- He's: NO (contraction of ""he is,"" basic meaning is the same)
- head: YES (noun, more basic meaning refers to the part of the body)
- and: NO (conjunction, basic meaning is the same)
- shoulders: YES (noun, more basic meaning refers to the part of the body)
- above: YES (preposition, more basic meaning refers to physical position)
- everyone: NO (pronoun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- industry: YES (noun, more basic meaning refers to economic activity or manufacturing)"
It was only a small crime.,['small'],"- It: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- only: NO (adverb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- small: NO (adjective, basic meaning is the same)
- crime: NO (noun, basic meaning is the same)"
