sentence,metaphorical_subsets,model_output
Where'd you dig up that idea?,['dig up'],"- Where'd: NO (contraction of ""where did"", basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- dig: YES (verb, more basic meaning refers to physically breaking up and moving soil or earth)
- up: NO (preposition/adverb, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)"
He breathed new life into that idea.,['breathed new life'],"- He: NO (pronoun, basic meaning is the same)
- breathed: YES (verb, more basic meaning refers to the physical act of inhaling and exhaling air)
- new: NO (adjective, basic meaning is the same)
- life: YES (noun, more basic meaning refers to the condition that distinguishes animals and plants from inorganic matter, including the capacity for growth, reproduction, functional activity, and continual change preceding death)
- into: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)"
His ideas have finally come to fruition.,['fruition'],"- His: NO (possessive pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- finally: NO (adverb, basic meaning is the same)
- come: YES (verb, more basic meaning refers to physically moving towards something)
- to: NO (preposition, basic meaning is the same)
- fruition: YES (noun, more basic meaning refers to the state of fruit being ripe)"
That idea died on the vine.,['died on the vine'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- died: YES (verb, more basic meaning refers to the cessation of life in a biological organism)
- on: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- vine: NO (noun, basic meaning is the same)"
That's a budding theory.,['budding'],"- That's: NO (contraction of ""that is"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- budding: YES (adjective, more basic meaning refers to a plant developing buds)
- theory: NO (noun, basic meaning is the same)"
It will take years for that idea to come to full flower.,['come to full flower'],"- It: NO (pronoun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- take: YES (verb, more basic meaning refers to physically grasping or carrying something)
- years: NO (noun, basic meaning is the same)
- for: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- come: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- full: NO (adjective, basic meaning is the same)
- flower: YES (noun, more basic meaning refers to the reproductive structure of a plant)"
He views chemistry as a mere offshoot of physics.,['offshoot'],"""He views chemistry as a mere offshoot of physics.""

- He: NO (pronoun, basic meaning is the same)
- views: YES (verb, more basic meaning refers to physically seeing with the eyes)
- chemistry: NO (noun, basic meaning is the same)
- as: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- mere: NO (adjective, basic meaning is the same)
- offshoot: YES (noun, more basic meaning refers to a literal shoot or branch growing from a main plant)
- of: NO (preposition, basic meaning is the same)
- physics: NO (noun, basic meaning is the same)"
Mathematics has many branches.,['branches'],"- Mathematics: NO (noun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- many: NO (adjective, basic meaning is the same)
- branches: YES (noun, more basic meaning refers to parts of a tree)"
The seeds of his great ideas were planted in his youth.,"['seeds', 'planted']","- The: NO (definite article, basic meaning is the same)
- seeds: NO (noun, basic meaning refers to the reproductive part of a plant)
- of: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- great: NO (adjective, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- were: NO (verb, basic meaning is the same)
- planted: YES (verb, more basic meaning refers to putting plants or seeds in the ground)
- in: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- youth: NO (noun, basic meaning is the same)"
She has a fertile imagination.,['fertile'],"- She: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- fertile: YES (adjective, more basic meaning refers to soil or land capable of producing abundant vegetation)
- imagination: NO (noun, basic meaning is the same)"
Here's an idea that I'd like to plant in your mind.,['plant'],"- Here's: NO (contraction of ""here is"", basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- that: NO (conjunction or demonstrative pronoun, basic meaning is the same)
- I'd: NO (contraction of ""I would"", basic meaning is the same)
- like: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- plant: YES (verb, more basic meaning refers to putting a seed or plant into the ground to grow)
- in: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- mind: NO (noun, basic meaning is the same)"
He has a barren mind.,['barren'],"- He: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- barren: YES (adjective, more basic meaning refers to land that is not productive)
- mind: NO (noun, basic meaning is the same)"
We're really turning out new ideas.,['turning out'],"- We're: NO (contraction of ""we are"", basic meaning is the same)
- really: NO (adverb, basic meaning is the same)
- turning: YES (verb, more basic meaning refers to physically rotating or moving in a circle)
- out: NO (preposition, basic meaning is the same)
- new: NO (adjective, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
We've generated a lot of ideas this week.,['generated'],"- We've: NO (contraction of ""we have"", basic meaning is the same)
- generated: YES (verb, more basic meaning refers to producing power or electricity)
- a: NO (indefinite article, basic meaning is the same)
- lot: NO (noun, basic meaning refers to a portion or a piece of land)
- of: NO (preposition, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- this: NO (demonstrative adjective, basic meaning is the same)
- week: NO (noun, basic meaning is the same)"
He produces new ideas at an astounding rate.,['produces'],"- He: NO (pronoun, basic meaning is the same)
- produces: YES (verb, more basic meaning refers to making or manufacturing something tangible)
- new: NO (adjective, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- astounding: NO (adjective, basic meaning is the same)
- rate: NO (noun, basic meaning is the same)"
His intellectual productivity has decreased recent years.,['intellectual productivity'],"""His intellectual productivity has decreased recent years.""

- His: NO (possessive pronoun, basic meaning is the same)
- intellectual: YES (adjective, more basic meaning refers to pertaining to the intellect, simpler use would be ""relating to the ability to think and understand ideas and information"")
- productivity: YES (noun, more basic meaning refers to the rate of production of goods in an economic sense)
- has: NO (auxiliary verb, basic meaning is the same)
- decreased: NO (verb, basic meaning is the same, to become less)
- recent: NO (adjective, basic meaning is the same, happening or starting from a short time ago)
- years: NO (noun, basic meaning is the same, plural of year, a period of 365 or 366 days)"
"We need to take the rough edges off that idea, hone it down, smooth it out.","['take the rough edges off', 'hone it down', 'smooth it out']","""We need to take the rough edges off that idea, hone it down, smooth it out.""

- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (infinitive marker, basic meaning is the same)
- take: NO (verb, basic meaning is to physically grasp or remove something)
- the: NO (definite article, basic meaning is the same)
- rough: NO (adjective, basic meaning is the same)
- edges: NO (noun, basic meaning is the same)
- off: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- hone: YES (verb, more basic meaning refers to sharpening a tool)
- it: NO (pronoun, basic meaning is the same)
- down: NO (adverb, basic meaning is the same)
- smooth: NO (adjective, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- out: NO (adverb, basic meaning is the same)"
It's a rough idea; it needs to be refined.,['refined'],"- It's: NO (contraction of ""it is"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- rough: YES (adjective, more basic meaning refers to a coarse or uneven surface)
- idea: NO (noun, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- needs: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- refined: YES (verb, more basic meaning refers to removing impurities from a substance, like sugar or oil)"
It's important how you package our ideas.,['package'],"""It's important how you package our ideas.""

- It's: NO (contraction of ""it is"", basic meaning is the same)
- important: NO (adjective, basic meaning is the same)
- how: NO (adverb, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- package: YES (verb, more basic meaning refers to physically wrapping or enclosing items)
- our: NO (possessive pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
He won't buy that.,['buy'],"""He won't buy that.""

- He: NO (pronoun, basic meaning is the same)
- won't: NO (contraction of will not, basic meaning is the same)
- buy: NO (verb, basic meaning is to acquire something in exchange for payment, which is the same here)
- that: NO (demonstrative pronoun, basic meaning is the same)"
That idea just won't sell.,['sell'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- just: NO (adverb, basic meaning is the same)
- won't: NO (contraction of will not, basic meaning is the same)
- sell: YES (verb, more basic meaning refers to exchanging goods or services for money)"
There is always a market for good ideas.,['market'],"- There: NO (adverb, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- always: NO (adverb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- market: YES (noun, more basic meaning refers to a physical place where goods are bought and sold)
- for: NO (preposition, basic meaning is the same)
- good: NO (adjective, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
That's a worthless idea.,['worthless'],"- That's: NO (contraction of ""that is"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- worthless: YES (adjective, more basic meaning refers to something that has no monetary value)
- idea: NO (noun, basic meaning is the same)"
He's been a source of valuable ideas.,['valuable'],"""He's been a source of valuable ideas.""

- He's: NO (contraction of ""he is"", basic meaning is the same)
- been: NO (past participle of ""be"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- source: YES (noun, more basic meaning refers to a spring or origin of a river)
- of: NO (preposition, basic meaning is the same)
- valuable: NO (adjective, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
I wouldn't give a plugged nickel for that idea.,['give a plugged nickel'],"- I: NO (pronoun, basic meaning is the same)
- wouldn't: NO (contraction of would not, basic meaning is the same)
- give: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- plugged: YES (adjective, more basic meaning refers to sealing or blocking a hole)
- nickel: NO (noun, basic meaning is the same)
- for: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)"
Your ideas don't have change in the intellectual marketplace.,['intellectual marketplace'],"""Your ideas don't have change in the intellectual marketplace.""

- Your: NO (possessive pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning refers to thoughts or concepts)
- don't: NO (contraction of do not, basic meaning is the same)
- have: NO (verb, basic meaning is to possess)
- change: YES (noun, more basic meaning refers to coins as physical money)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- intellectual: NO (adjective, basic meaning refers to involving the intellect)
- marketplace: YES (noun, more basic meaning refers to a physical location where goods are bought and sold)"
He ran out of ideas.,['ran out of'],"- He: NO (pronoun, basic meaning is the same)
- ran: YES (verb, more basic meaning refers to physically running)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
Don't waste your thoughts on small projects.,['waste'],"- Don't: NO (contraction of do not, basic meaning is the same)
- waste: YES (verb, more basic meaning refers to squandering material resources or substances)
- your: NO (possessive pronoun, basic meaning is the same)
- thoughts: YES (noun, more basic meaning refers to the physical process of thinking)
- on: NO (preposition, basic meaning is the same)
- small: NO (adjective, basic meaning is the same)
- projects: NO (noun, basic meaning is the same)"
Let's pool our ideas.,['pool'],"- Let's: NO (contraction of ""let us"", basic meaning is the same)
- pool: YES (verb, more basic meaning refers to a small body of still water)
- our: NO (possessive pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
He's a resourceful man.,['resourceful'],"- He's: NO (contraction of ""he is"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- resourceful: YES (adjective, more basic meaning refers to having resources or supplies)
- man: NO (noun, basic meaning is the same)"
We've used up all our ideas.,['used up'],"""We've: NO (contraction, basic meaning is the same)
- used: YES (verb, more basic meaning refers to employing something for a purpose)
- up: YES (preposition/adverb, more basic meaning refers to a higher position or direction)
- all: NO (adjective, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
That's a useless idea.,['useless'],"- That's: NO (contraction of ""that is"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- useless: YES (adjective, more basic meaning refers to something that cannot be used, typically in a more physical sense)
- idea: NO (noun, basic meaning is the same)"
That idea will go a long way.,['go a long way'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- go: YES (verb, more basic meaning refers to physically moving from one place to another)
- a: NO (indefinite article, basic meaning is the same)
- long: NO (adjective, basic meaning is the same)
- way: YES (noun, more basic meaning refers to a road, path, or direction)"
Let me put in my two cents' worth.,"[""two cents' worth""]","- Let: NO (verb, basic meaning is the same)
- me: NO (pronoun, basic meaning is the same)
- put: NO (verb, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- two: NO (numeral, basic meaning is the same)
- cents': YES (noun, more basic meaning refers to a unit of currency)
- worth: YES (noun, more basic meaning refers to the value of something in economic terms)"
He's rich in ideas.,['rich'],"- He's: NO (contraction of ""he is"", basic meaning is the same)
- rich: YES (adjective, more basic meaning refers to having a lot of money or wealth)
- in: NO (preposition, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
That book is a treasure trove of ideas.,['treasure trove'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- book: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- treasure: YES (noun, more basic meaning refers to a collection of valuable items such as gold or jewels)
- trove: YES (noun, more basic meaning refers to a found collection of valuable items)
- of: NO (preposition, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
He has a wealth of ideas.,['wealth'],"- He: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- wealth: YES (noun, more basic meaning refers to an abundance of valuable material possessions or resources)
- of: NO (preposition, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)"
That's an incisive idea.,['incisive'],"- That's: NO (contraction of ""that is"", basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- incisive: YES (adjective, more basic meaning refers to cutting sharply)
- idea: NO (noun, basic meaning is the same)"
That cuts right to the heart of the matter.,['cuts right to the heart of'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- cuts: YES (verb, more basic meaning refers to slicing or dividing something physically)
- right: NO (adverb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- heart: YES (noun, more basic meaning refers to the organ in the chest)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- matter: YES (noun, more basic meaning refers to a physical substance)"
That was a cutting remark.,['cutting'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- cutting: YES (adjective, more basic meaning refers to slicing or dividing something with a sharp tool)
- remark: NO (noun, basic meaning is the same)"
He's sharp.,['sharp'],"- He's: NO (contraction of ""he is,"" basic meaning is the same)
- sharp: YES (adjective, more basic meaning refers to having a thin edge or point that can cut or pierce something)"
He has a razor wit.,['razor'],"- He: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- razor: YES (noun, more basic meaning refers to a tool used for cutting, typically hair)
- wit: NO (noun, basic meaning is the same)"
He has a keen mind.,['keen'],"- He: NO (pronoun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- keen: YES (adjective, more basic meaning refers to sharpness in a physical context)
- mind: NO (noun, basic meaning is the same)"
She cut his argument to ribbons.,"['cut', 'to ribbons']","- She: NO (pronoun, basic meaning is the same)
- cut: YES (verb, more basic meaning refers to slicing or dividing something physically)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- ribbons: YES (noun, more basic meaning refers to long, narrow strips of fabric or material)"
That idea went out of style years ago.,['out of style'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- went: YES (verb, more basic meaning refers to physically moving from one place to another)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- style: YES (noun, more basic meaning refers to a manner of doing something, often related to art or fashion, but originally pertained more concretely to a stylus or writing implement)
- years: NO (noun, basic meaning is the same)
- ago: NO (adverb, basic meaning is the same)"
I hear sociobiology is in these days.,['is in'],"- I: NO (pronoun, basic meaning is the same)
- hear: NO (verb, basic meaning is to perceive sound)
- sociobiology: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- in: YES (preposition, more basic meaning refers to being enclosed or surrounded by something)
- these: NO (demonstrative pronoun, basic meaning is the same)
- days: NO (noun, basic meaning is the same)"
Marxism is currently fashionable in western Europe.,['fashionable'],"- Marxism: NO (noun, refers specifically to the theories of Karl Marx, basic meaning is the same)
- is: NO (verb, basic meaning as a linking verb is the same)
- currently: NO (adverb, basic meaning related to the present time is the same)
- fashionable: YES (adjective, more basic meaning refers to clothing or style)
- in: NO (preposition, basic meaning is the same)
- western: NO (adjective, basic meaning related to direction or location is the same)
- Europe: NO (noun, basic meaning as a continent is the same)"
That idea is old hat!,['old hat'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- old: NO (adjective, basic meaning is the same)
- hat: YES (noun, more basic meaning refers to a head covering)"
That's an outdated idea.,['outdated'],"- That's: NO (contraction of ""that is"", basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- outdated: YES (adjective, more basic meaning refers to something like food or a product being past its expiration date)
- idea: NO (noun, basic meaning is the same)"
What are the new trends in English criticism?,['trends'],"""What are the new trends in English criticism?""

- What: NO (pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- new: NO (adjective, basic meaning is the same)
- trends: YES (noun, more basic meaning refers to a general direction in which something is developing or changing, originally from a physical sense of turning or bending)
- in: NO (preposition, basic meaning is the same)
- English: NO (adjective, basic meaning is the same)
- criticism: YES (noun, more basic meaning refers to the act of criticizing, usually more concrete and specific than the broader and more abstract sense of literary or artistic analysis)"
Old-fashioned notions have no place in today's society.,['Old-fashioned'],"""Old-fashioned notions have no place in today's society.""

- Old-fashioned: NO (adjective, basic meaning is the same, referring to something from or reminiscent of the past)
- notions: NO (noun, basic meaning refers to ideas or beliefs, which is applicable here)
- have: NO (verb, basic meaning is to possess, which is applicable here in a metaphorical sense)
- no: NO (adverb, basic meaning is the negation of something, which is applicable here)
- place: YES (noun, more basic meaning refers to a physical location)
- in: NO (preposition, basic meaning is the same, indicating inclusion or position)
- today's: NO (possessive adjective, basic meaning is the same, referring to belonging to today)
- society: NO (noun, basic meaning refers to a large group of people living together in an ordered community, which is applicable here)"
He keeps up-to-date by reading the New York Review of Books.,['up-to-date'],"- He: NO (pronoun, basic meaning is the same)
- keeps: YES (verb, more basic meaning refers to physically holding or possessing something)
- up-to-date: NO (adjective phrase, basic meaning is the same)
- by: NO (preposition, basic meaning is the same)
- reading: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- New: NO (adjective, basic meaning is the same)
- York: NO (proper noun, basic meaning is the same)
- Review: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- Books: NO (noun, basic meaning is the same)"
Berkeley is a center of avant-garde thought.,['avant-garde'],"- Berkeley: NO (proper noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- center: YES (noun, more basic meaning refers to the middle point of a physical object)
- of: NO (preposition, basic meaning is the same)
- avant-garde: NO (noun/adjective, basic meaning is the same)
- thought: YES (noun, more basic meaning refers to the process of thinking)"
Semiotics has become quite chic.,['chic'],"- Semiotics: NO (noun, basic meaning is the same)
- has: NO (auxiliary verb, basic meaning is the same)
- become: NO (verb, basic meaning is the same)
- quite: NO (adverb, basic meaning is the same)
- chic: NO (adjective, basic meaning is the same)"
The idea of revolution is no longer in vogue in the United States.,['in vogue'],"- The: NO (definite article, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- revolution: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- no: NO (adverb, basic meaning is the same)
- longer: NO (comparative adverb, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- vogue: YES (noun, more basic meaning refers to a rod or stick)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- United: NO (adjective, basic meaning is the same)
- States: NO (noun, basic meaning is the same)"
The transformational grammar craze hit the United States in the mid-sixties and has just made it to Europe.,['craze'],"- The: NO (definite article, basic meaning is the same)
- transformational: YES (adjective, more basic meaning refers to the process of changing in form or structure)
- grammar: NO (noun, basic meaning is the same)
- craze: YES (noun, more basic meaning refers to a state of insanity)
- hit: YES (verb, more basic meaning refers to physically striking something)
- the: NO (definite article, basic meaning is the same)
- United: NO (adjective, basic meaning is the same)
- States: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- mid: NO (adjective, basic meaning is the same)
- sixties: NO (noun, basic meaning is the same)
- and: NO (conjunction, basic meaning is the same)
- has: NO (auxiliary verb, basic meaning is the same)
- just: NO (adverb, basic meaning is the same)
- made: YES (verb, more basic meaning refers to constructing or creating something)
- it: NO (pronoun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- Europe: NO (noun, basic meaning is the same)"
I see what you're saying.,['see'],"- I: NO (pronoun, basic meaning is the same)
- see: YES (verb, more basic meaning refers to visual perception)
- what: NO (pronoun, basic meaning is the same)
- you're: NO (contraction of ""you are"", basic meaning is the same)
- saying: YES (verb, more basic meaning refers to uttering words aloud)"
What is your outlook on that?,['outlook'],"- What: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- outlook: YES (noun, more basic meaning refers to the act of looking out from a higher place)
- on: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)"
I view it differently.,['view'],"- I: NO (pronoun, basic meaning is the same)
- view: YES (verb, more basic meaning refers to physically seeing with the eyes)
- it: NO (pronoun, basic meaning is the same)
- differently: NO (adverb, basic meaning is the same)"
Now I've got the whole picture.,['whole picture'],"- Now: NO (adverb, basic meaning is the same)
- I've: NO (contraction of ""I have"", basic meaning is the same)
- got: NO (verb, basic meaning is to obtain or possess)
- the: NO (definite article, basic meaning is the same)
- whole: NO (adjective, basic meaning is complete or entire)
- picture: YES (noun, more basic meaning refers to a visual representation, such as a painting or photograph)"
That's an insightful idea.,['insightful'],"- That's: NO (contraction of ""that is"", basic meaning is the same)
- an: NO (indefinite article, basic meaning is the same)
- insightful: YES (adjective, more basic meaning refers to sight, seeing)
- idea: NO (noun, basic meaning is the same)"
That was a brilliant remark.,['brilliant'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- brilliant: YES (adjective, more basic meaning refers to intense brightness or luminosity)
- remark: NO (noun, basic and contemporary meanings are the same)"
The argument is clear.,['clear'],"- The: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- clear: YES (adjective, more basic meaning refers to transparency or being free from obstruction)"
It was a murky discussion.,['murky'],"- It: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- murky: YES (adjective, more basic meaning refers to something that is physically dark or cloudy)
- discussion: NO (noun, basic meaning is the same)"
Could you elucidate your remarks?,['elucidate'],"- Could: NO (auxiliary verb, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- elucidate: YES (verb, more basic meaning refers to making something physically clear or bright)
- your: NO (possessive pronoun, basic meaning is the same)
- remarks: NO (noun, basic meaning is the same)"
It's a transparent argument.,['transparent'],"- It's: NO (contraction of ""it is"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- transparent: YES (adjective, more basic meaning refers to something allowing light to pass through so that objects behind can be distinctly seen)
- argument: NO (noun, basic meaning is the same)"
The discussion was opaque.,['opaque'],"- The: NO (definite article, basic meaning is the same)
- discussion: NO (noun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- opaque: YES (adjective, more basic meaning refers to a material that does not allow light to pass through)"
I could feel the electricity between us.,['electricity'],"- I: NO (pronoun, basic meaning is the same)
- could: NO (modal verb, basic meaning is the same)
- feel: NO (verb, basic meaning refers to experiencing a physical sensation)
- the: NO (definite article, basic meaning is the same)
- electricity: YES (noun, more basic meaning refers to a form of energy that is carried through wires and is used to operate machines, lights, etc.)
- between: NO (preposition, basic meaning is the same)
- us: NO (pronoun, basic meaning is the same)"
I was magnetically drawn to her.,['magnetically drawn'],"- I: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- magnetically: YES (adverb, more basic meaning refers to the physical properties or phenomena of magnets)
- drawn: YES (verb, more basic meaning refers to the act of pulling or sketching)
- to: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
They are uncontrollably attracted to each other.,['attracted'],"- They: NO (pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- uncontrollably: NO (adverb, basic meaning is the same)
- attracted: YES (verb, more basic meaning refers to physical movement towards something)
- to: NO (preposition, basic meaning is the same)
- each: NO (pronoun, basic meaning is the same)
- other: NO (pronoun, basic meaning is the same)"
They gravitated to each other immediately.,['gravitated'],"- They: NO (pronoun, basic meaning is the same)
- gravitated: YES (verb, more basic meaning refers to the physical movement due to gravity)
- to: NO (preposition, basic meaning is the same)
- each: NO (pronoun, basic meaning is the same)
- other: NO (pronoun, basic meaning is the same)
- immediately: NO (adverb, basic meaning is the same)"
His whole life revolves around her.,['revolves'],"- His: NO (possessive pronoun, basic meaning is the same)
- whole: NO (adjective, basic meaning is the same)
- life: NO (noun, basic meaning is the same)
- revolves: YES (verb, more basic meaning refers to physical movement in a circle)
- around: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
The atmosphere around them is always charged.,"['atmosphere', 'charged']","- The: NO (definite article, basic meaning is the same)
- atmosphere: NO (noun, basic meaning refers to the gases surrounding a planet, which is similar in this context)
- around: NO (preposition, basic meaning is the same)
- them: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- always: NO (adverb, basic meaning is the same)
- charged: YES (verb, more basic meaning refers to storing electricity or an accusation in legal terms)"
There is incredible energy in their relationship.,['energy'],"- There: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- incredible: NO (adjective, basic meaning is the same)
- energy: YES (noun, more basic meaning refers to physical power or force)
- in: NO (preposition, basic meaning is the same)
- their: NO (possessive pronoun, basic meaning is the same)
- relationship: NO (noun, basic meaning is the same)"
This is a sick relationship.,['sick'],"- This: NO (demonstrative pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- sick: YES (adjective, more basic meaning refers to physical illness)
- relationship: NO (noun, basic meaning is the same)"
